fips,county,floor,activity,ura_county
27111,OTTER TAIL          ,1,12.6,0.814867
27111,OTTER TAIL          ,0,3.2,0.814867
27111,OTTER TAIL          ,0,4.2,0.814867
27111,OTTER TAIL          ,0,3.8,0.814867
27113,PENNINGTON          ,1,3.7,0.928646
27113,PENNINGTON          ,0,5.8,0.928646
27113,PENNINGTON          ,1,0.3,0.928646
27115,PINE                ,0,4.1,0.849343
27115,PINE                ,0,2.8,0.849343
27115,PINE                ,0,1.9,0.849343
27115,PINE                ,1,1.2,0.849343
27115,PINE                ,0,1.2,0.849343
27115,PINE                ,0,1.5,0.849343
27117,PIPESTONE           ,0,9.4,1.61382
27117,PIPESTONE           ,0,1.7,1.61382
27117,PIPESTONE           ,0,12.1,1.61382
27117,PIPESTONE           ,1,4.3,1.61382
27119,POLK                ,0,6.9,1.30488
27119,POLK                ,1,1.4,1.30488
27119,POLK                ,1,2.5,1.30488
27119,POLK                ,0,9.6,1.30488
27121,POPE                ,0,3.8,1.32465
27121,POPE                ,0,3.4,1.32465
27123,RAMSEY              ,0,6.8,0.658327
27123,RAMSEY              ,0,3.6,0.658327
27123,RAMSEY              ,0,2.2,0.658327
27123,RAMSEY              ,0,2.6,0.658327
27123,RAMSEY              ,0,2.1,0.658327
27123,RAMSEY              ,0,7,0.658327
27123,RAMSEY              ,0,1.2,0.658327
27123,RAMSEY              ,0,3.8,0.658327
27123,RAMSEY              ,0,3.5,0.658327
27123,RAMSEY              ,0,4.2,0.658327
27123,RAMSEY              ,1,1.6,0.658327
27123,RAMSEY              ,1,2.8,0.658327
27123,RAMSEY              ,0,8.6,0.658327
27123,RAMSEY              ,0,6.2,0.658327
27123,RAMSEY              ,0,5.2,0.658327
27123,RAMSEY              ,0,2.7,0.658327
27123,RAMSEY              ,0,1.2,0.658327
27123,RAMSEY              ,0,3.5,0.658327
27123,RAMSEY              ,0,5.5,0.658327
27123,RAMSEY              ,1,10.1,0.658327
27123,RAMSEY              ,0,5.5,0.658327
27123,RAMSEY              ,0,1.2,0.658327
27123,RAMSEY              ,0,4.9,0.658327
27123,RAMSEY              ,0,4,0.658327
27123,RAMSEY              ,0,3.5,0.658327
27123,RAMSEY              ,0,2.5,0.658327
27123,RAMSEY              ,0,1.2,0.658327
27123,RAMSEY              ,0,2.7,0.658327
27123,RAMSEY              ,0,1.7,0.658327
27123,RAMSEY              ,0,3.1,0.658327
27123,RAMSEY              ,0,0.7,0.658327
27123,RAMSEY              ,0,1,0.658327
27127,REDWOOD             ,0,1.9,1.44242
27127,REDWOOD             ,0,3.8,1.44242
27127,REDWOOD             ,0,8.9,1.44242
27127,REDWOOD             ,0,7.4,1.44242
27127,REDWOOD             ,1,20.7,1.44242
27129,RENVILLE            ,0,6,1.46313
